date,4.6x30mm AP SX,4.6x30mm FMJ SX,4.6x30mm Subsonic SX,is_holiday,in_CS,is_CS,is_need,is_make,is_active,is_public
2025-09-18 15:00:00,4437.0,2433.0,522.0,0,0.17350746268656717,1,0,0,0,0.0
2025-09-18 16:00:00,4423.0,2451.0,537.0,0,0.17412935323383086,1,0,0,0,0.0
2025-09-18 17:00:00,4382.0,2495.0,537.0,0,0.17475124378109452,1,0,0,0,0.0
2025-09-18 18:00:00,4135.0,2508.0,537.0,0,0.17537313432835822,1,0,0,0,0.0
2025-09-18 19:00:00,3997.0,2495.0,537.0,0,0.17599502487562188,1,0,0,0,0.0
2025-09-18 20:00:00,3956.0,2520.0,537.0,0,0.17661691542288557,1,0,0,0,0.0
2025-09-18 21:00:00,4052.0,2545.0,552.0,0,0.17723880597014927,1,0,0,0,0.0
2025-09-18 22:00:00,4107.0,2637.0,552.0,0,0.17786069651741293,1,0,0,0,0.0
2025-09-18 23:00:00,4107.0,2645.0,563.0,0,0.17848258706467662,1,0,0,0,0.0
2025-09-19 00:00:00,4093.0,2570.0,537.0,0,0.1791044776119403,1,0,0,0,0.0
2025-09-19 01:00:00,4107.0,2283.0,477.0,0,0.17972636815920398,1,0,0,0,0.0
2025-09-19 02:00:00,4107.0,2214.0,477.0,0,0.18034825870646767,1,0,0,0,0.0
2025-09-19 03:00:00,4107.0,1864.0,492.0,0,0.18097014925373134,1,0,0,0,0.0
2025-09-19 04:00:00,4148.0,1889.0,492.0,0,0.18159203980099503,1,0,0,0,0.0
2025-09-19 05:00:00,4176.0,1970.0,492.0,0,0.1822139303482587,1,0,0,0,0.0
2025-09-19 06:00:00,4135.0,1976.0,492.0,0,0.1828358208955224,1,0,0,0,0.0
2025-09-19 07:00:00,3750.0,1995.0,492.0,0,0.18345771144278608,1,0,0,0,0.0
2025-09-19 08:00:00,3365.0,2020.0,492.0,0,0.18407960199004975,1,0,0,0,0.0
2025-09-19 09:00:00,3406.0,2020.0,507.0,0,0.18470149253731344,1,0,0,0,0.0
2025-09-19 10:00:00,3433.0,2020.0,507.0,0,0.1853233830845771,1,0,0,0,0.0
2025-09-19 11:00:00,3392.0,2045.0,507.0,0,0.1859452736318408,1,0,0,0,0.0
2025-09-19 12:00:00,3461.0,2208.0,518.0,0,0.1865671641791045,1,0,0,0,0.0
2025-09-19 13:00:00,3516.0,2233.0,522.0,0,0.18718905472636815,1,0,0,0,0.0
2025-09-19 14:00:00,3887.0,2320.0,522.0,0,0.18781094527363185,1,0,0,0,0.0
2025-09-19 15:00:00,4066.0,2364.0,537.0,0,0.1884328358208955,1,0,0,0,0.0
2025-09-19 16:00:00,4052.0,2370.0,537.0,0,0.1890547263681592,1,0,0,0,0.0
2025-09-19 17:00:00,4052.0,2395.0,537.0,0,0.1896766169154229,1,0,0,0,0.0
2025-09-19 18:00:00,3928.0,2364.0,537.0,0,0.19029850746268656,1,0,0,0,0.0
2025-09-19 19:00:00,3777.0,2070.0,552.0,0,0.19092039800995025,1,0,0,0,0.0
2025-09-19 20:00:00,3777.0,2101.0,552.0,0,0.19154228855721392,1,0,0,0,0.0
2025-09-19 21:00:00,3818.0,2258.0,567.0,0,0.1921641791044776,1,0,0,0,0.0
2025-09-19 22:00:00,4025.0,2195.0,597.0,0,0.1927860696517413,1,0,0,0,0.0
2025-09-19 23:00:00,4052.0,2089.0,597.0,0,0.19340796019900497,1,0,0,0,0.0
2025-09-20 00:00:00,4052.0,2026.0,578.0,1,0.19402985074626866,1,0,0,0,0.0
2025-09-20 01:00:00,4052.0,1889.0,477.0,1,0.19465174129353233,1,0,0,0,0.0
2025-09-20 02:00:00,4052.0,1870.0,477.0,1,0.19527363184079602,1,0,0,0,0.0
2025-09-20 03:00:00,3983.0,1889.0,492.0,1,0.1958955223880597,1,0,0,0,0.0
2025-09-20 04:00:00,4052.0,1920.0,492.0,1,0.19651741293532338,1,0,0,0,0.0
2025-09-20 05:00:00,4052.0,1920.0,492.0,1,0.19713930348258707,1,0,0,0,0.0
